angDist,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,GaiaDR2,Plx,pmRA*,pmDE,RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,_RA.icrs,_DE.icrs,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.000431,119.4945803652379,-31.4205039191055,119.49456849519,-31.42049218891,5595347058093891840,0.252596652517033,-2.35265265787639,2.72443228753879,,283,15.495045,1.529438,1.0,FSR_1342,8572.364,119.49458036524,-31.42050391911,119.49458038292,-31.42050380044,0.0004272,0.0003569,19.97,5595347058093891840,119.49456809515,0.0172,-31.42049180513,0.0212,0.3137,0.0252,12.4729,3.585,-2.359,0.023,2.699,0.026,457,0.2978,475.13,0.000,0.000e+00,31,,,29,1.009,0,1.20996e+04,4.60246e+00,15.480437,4.66028e+03,1.31904e+01,16.167511,1.09163e+04,14.652703,1.287,1.514808,,,0,,,70291194945855660,,42814359,,0.002786,0.004151,0.004164,15.480437,0.002786,1.20996e+04,0.015,0.3658,0.4196,0.1153
0.000568,115.1172569250449,-31.9651730657999,115.11724547293,-31.96515909166,5598062027181746560,0.184528744548634,-2.25653469400448,3.24560772902809,,276,16.290188,0.8689804,1.0,NGC_2439,6396.2207,115.11725692504,-31.9651730658,115.11725709813,-31.96517300818,0.0006941,0.0005171,21.02,5598062027181746560,115.11724507971,0.0251,-31.96515863739,0.0310,0.2451,0.0353,6.9417,3.965,-2.294,0.034,3.233,0.042,452,-1.3143,425.77,0.000,0.000e+00,31,,,29,0.956,0,5.80047e+03,2.33169e+00,16.278708,3.06959e+03,8.38308e+00,16.620842,3.92946e+03,15.762063,1.207,0.858779,,,0,,,,,34677123,,0.002790,0.004072,0.004205,16.278708,0.002790,5.80047e+03,0.002,0.5431,0.6739,0.1961
0.001880,115.070398236168,-31.9626729206132,115.07038732153,-31.96265901862,5598073434614905472,0.256122839212159,-2.15068818029632,3.22884972815131,,300,16.762487,0.9236126,0.9,NGC_2439,8865.008,115.07039823617,-31.96267292061,115.07039871386,-31.96267259130,0.0007937,0.0006657,33.32,5598073434614905472,115.07038695294,0.0330,-31.96265857069,0.0379,0.2827,0.0449,6.2924,3.872,-2.245,0.044,3.155,0.047,449,-1.9855,402.69,0.000,1.908e-15,31,,,28,0.933,0,3.75907e+03,2.01183e+00,16.749666,1.95882e+03,9.73873e+00,17.108559,2.59075e+03,16.214330,1.210,0.894228,,,0,,,,,34632823,,0.002816,0.006076,0.004931,16.749666,0.002816,3.75907e+03,0.003,0.7068,0.7574,0.1601
0.001242,115.1247415335375,-31.909164207907,115.12472974836,-31.90915218945,5598074018730423168,0.258256012599211,-2.3235758628725,2.79138309979524,,297,13.961644,1.6727676,0.7,NGC_2439,4997.5117,115.12474153354,-31.90916420791,115.12474118479,-31.90916403081,0.0002599,0.0001927,28.12,5598074018730423168,115.12472937025,0.0093,-31.90915179950,0.0115,0.2882,0.0131,22.0431,3.559,-2.257,0.013,2.752,0.015,469,-0.7971,422.23,0.000,0.000e+00,31,,,28,0.973,0,4.97331e+04,8.58594e+00,13.945754,1.74615e+04,1.62974e+01,14.733336,4.66326e+04,13.076172,1.289,1.657165,,,0,,,,,34677357,,0.002762,0.002968,0.003801,13.945754,0.002762,4.97331e+04,-0.001,0.2095,0.2466,0.2446
0.001591,115.109810305001,-31.9046404928711,115.1097984901,-31.90462646883,5598074083146558976,0.146208411875878,-2.32955068601394,3.25719642105411,,297,15.928563,0.68344975,0.9,NGC_2439,8870.18,115.109810305,-31.90464049287,115.10980984439,-31.90464028699,0.0005640,0.0004737,23.63,5598074083146558976,115.10979809960,0.0223,-31.90462601336,0.0259,0.2444,0.0304,8.0283,3.918,-2.243,0.030,3.212,0.034,485,2.7790,596.00,0.119,1.926e+00,31,,,29,1.090,0,8.11458e+03,2.92433e+00,15.914202,4.62835e+03,1.01548e+01,16.174976,5.02708e+03,15.494606,1.190,0.680370,,,0,,,,,34633016,,0.002783,0.003669,0.004422,15.914202,0.002783,8.11458e+03,-0.001,0.4893,0.5505,0.1277
0.001599,115.0570369267753,-31.9047613403343,115.05702515817,-31.90474757365,5598074942140009600,0.265208458942348,-2.32041909700071,3.1974233098224,,294,16.844193,1.0145588,0.8,NGC_2439,7330.907,115.05703692678,-31.90476134033,115.05703642926,-31.90476120317,0.0007879,0.0007206,18.92,5598074942140009600,115.05702478099,0.0345,-31.90474713552,0.0407,0.2920,0.0482,6.0607,3.869,-2.225,0.045,3.165,0.048,489,2.2543,580.18,0.194,2.047e+00,31,,,29,1.073,0,3.48750e+03,1.84310e+00,16.831081,1.72450e+03,6.97111e+00,17.246881,2.51512e+03,16.246496,1.216,1.000385,,,0,,,,,35002680,,0.002814,0.005201,0.005196,16.831081,0.002814,3.48750e+03,-0.001,0.7280,0.7811,0.0548
0.002628,115.0437399315777,-31.8452464546783,115.04372794521,-31.84523315998,5598075427479709312,0.249496369576515,-2.36488201752896,3.08780174530689,,290,16.176474,0.8401356,1.0,NGC_2439,6884.3022,115.04373993158,-31.84524645468,115.04373909739,-31.84524662955,0.0005293,0.0004917,8.58,5598075427479709312,115.04372756449,0.0238,-31.84523272358,0.0275,0.2354,0.0314,7.5029,3.827,-2.204,0.030,3.129,0.033,485,-0.2442,492.30,0.000,0.000e+00,31,,,29,0.991,0,6.43632e+03,2.40031e+00,16.165773,3.44280e+03,1.23634e+01,16.496264,4.29251e+03,15.666117,1.202,0.830147,,,0,,,,,35002876,,0.002785,0.004794,0.004317,16.165773,0.002785,6.43632e+03,-0.000,0.4926,0.5285,0.0217
0.000147,114.9721015785691,-31.8823936872369,114.97209069144,-31.88237962897,5598077729582226304,0.274392255933274,-2.14714029895764,3.26514505680698,,299,13.444534,0.48774815,0.9,NGC_2439,11285.116,114.97210157857,-31.88239368724,114.97210161122,-31.88239365735,0.0002286,0.0002134,21.60,5598077729582226304,114.97209032965,0.0103,-31.88237917009,0.0117,0.2978,0.0144,20.6645,3.908,-2.155,0.013,3.260,0.014,478,10.5531,919.51,0.100,9.117e+00,31,,,28,1.361,0,7.96030e+04,2.54738e+01,13.435043,4.97367e+04,3.79132e+01,13.596850,4.54052e+04,13.105131,1.195,0.491719,,,0,,,,,35002503,,0.002777,0.002910,0.003886,13.435043,0.002777,7.96030e+04,0.016,0.2155,0.2266,0.0470
0.001406,115.0207359490002,-31.8066352137436,115.02072448837,-31.80662160036,5598078687352017408,0.253984651487976,-2.2621013511847,3.161817852814,,306,15.851087,0.70683,1.0,NGC_2439,7495.426,115.020735949,-31.80663521374,115.02073591686,-31.80663560346,0.0004503,0.0004020,12.13,5598078687352017408,115.02072409974,0.0195,-31.80662115068,0.0232,0.2566,0.0265,9.6935,3.960,-2.260,0.025,3.252,0.028,510,-1.2240,487.75,0.000,0.000e+00,31,,,29,0.961,0,8.70049e+03,2.79537e+00,15.838507,4.94184e+03,9.02178e+00,16.103819,5.43253e+03,15.410390,1.192,0.693429,,,0,,,,,35003259,,0.002777,0.003423,0.004266,15.838507,0.002777,8.70049e+03,0.001,0.4043,0.4483,0.0467
0.001474,114.9636270433751,-31.7589845378449,114.96361554873,-31.75897091836,5598079791166494848,0.176605435691894,-2.26998484215855,3.16323562796722,,308,15.479541,0.67980576,1.0,NGC_2439,6925.896,114.96362704337,-31.75898453784,114.96362657949,-31.75898464810,0.0003931,0.0003564,22.23,5598079791166494848,114.96361517140,0.0171,-31.75897046374,0.0193,0.2412,0.0225,10.6974,3.866,-2.182,0.022,3.191,0.024,508,1.9782,595.52,0.012,3.091e-02,31,,,28,1.062,0,1.22731e+04,3.10583e+00,15.464979,7.02563e+03,9.08840e+00,15.721829,7.59674e+03,15.046328,1.191,0.675502,,,0,,,,,35005053,,0.002769,0.003124,0.003956,15.464979,0.002769,1.22731e+04,0.001,0.3619,0.3881,0.0686
0.001182,115.386504659029,-31.8630677330056,115.3864930872,-31.86305472899,5598084051775143936,0.264595593772917,-2.28265447944897,3.02028799833739,,274,16.479715,1.0764828,1.0,NGC_2439,5975.1753,115.38650465903,-31.86306773301,115.38650433808,-31.86306791586,0.0008130,0.0006354,20.67,5598084051775143936,115.38649271041,0.0300,-31.86305429378,0.0362,0.3504,0.0426,8.2340,3.786,-2.222,0.041,3.065,0.049,417,1.7134,482.65,0.115,9.689e-01,31,,,28,1.059,0,4.87840e+03,2.22380e+00,16.466675,2.34686e+03,6.19626e+00,16.912325,3.61755e+03,15.851858,1.223,1.060467,,,0,,,,,34678814,,0.002799,0.004000,0.004618,16.466675,0.002799,4.87840e+03,0.000,0.6601,0.7930,0.1623
0.001636,115.2137108264768,-31.9878230621761,115.21369967327,-31.98780897479,5598084356703978624,0.244758519254622,-2.19709372713791,3.27190806754891,,261,15.100011,0.6726818,0.8,NGC_2439,6950.2085,115.21371082648,-31.98782306218,115.21371127694,-31.98782281601,0.0003897,0.0003006,27.76,5598084356703978624,115.21369928915,0.0147,-31.98780852545,0.0177,0.2517,0.0206,12.2374,3.946,-2.288,0.020,3.215,0.023,453,-1.6213,419.61,0.000,0.000e+00,31,,,29,0.946,0,1.73941e+04,4.73228e+00,15.086362,1.00271e+04,9.68777e+00,15.335599,1.07300e+04,14.671394,1.193,0.664205,,,0,,,,,34676932,,0.002771,0.002981,0.003944,15.086362,0.002771,1.73941e+04,0.004,0.3221,0.3722,0.2114
0.002277,115.210526036458,-31.9726670028558,115.2105135482,-31.97265379205,5598084361013005568,0.202053110381724,-2.46049510225661,3.0683163109743,,306,16.698084,0.8997364,0.9,NGC_2439,,115.21052603646,-31.97266700286,115.21052569028,-31.97266756319,0.0008081,0.0006628,24.23,5598084361013005568,115.21051315141,0.0308,-31.97265333134,0.0371,0.2439,0.0433,5.6270,3.998,-2.393,0.043,3.202,0.049,461,0.5858,492.67,0.000,0.000e+00,31,,,29,1.019,0,3.98589e+03,1.97600e+00,16.686052,2.06986e+03,8.05218e+00,17.048693,2.74160e+03,16.152884,1.207,0.895809,,,0,,,,,34676975,,0.002807,0.005062,0.004702,16.686052,0.002807,3.98589e+03,-0.000,0.6895,0.7856,0.1477
0.001227,115.2437289620186,-31.9576031120746,115.24371687352,-31.95758986674,5598084498451929856,0.234475120509677,-2.38212381523428,3.07633559159178,,271,16.787039,0.9208565,0.8,NGC_2439,6536.6416,115.24372896202,-31.95760311207,115.24372863834,-31.95760331395,0.0009613,0.0006790,19.97,5598084498451929856,115.24371647951,0.0329,-31.95758943524,0.0418,0.2503,0.0460,5.4366,3.891,-2.321,0.045,3.123,0.057,443,-0.9845,425.56,0.000,0.000e+00,31,,,29,0.966,0,3.67302e+03,2.56446e+00,16.774809,1.89524e+03,8.55874e+00,17.144380,2.55291e+03,16.230305,1.211,0.914076,,,0,,,,,34677000,,0.002858,0.005641,0.006222,16.774809,0.002858,3.67302e+03,0.002,0.7177,0.9328,0.2221
0.001669,115.2395006645772,-31.9479592268157,115.23948874788,-31.94794535669,5598084532811666560,0.249786454029406,-2.34851588877724,3.22144799339807,,272,15.05044,0.47153664,1.0,NGC_2439,6971.687,115.23950066458,-31.94795922682,115.23950014569,-31.94795908148,0.0004294,0.0002866,22.46,5598084532811666560,115.23948836571,0.0141,-31.94794490653,0.0188,0.3025,0.0202,15.0017,3.903,-2.249,0.019,3.189,0.025,464,-1.3227,442.48,0.000,0.000e+00,31,,,29,0.956,0,1.82375e+04,6.87595e+00,15.034956,1.13020e+04,1.30663e+01,15.205654,1.01246e+04,14.734456,1.175,0.471198,,,0,,,,,,,0.002786,0.003060,0.004046,15.034956,0.002786,1.82375e+04,-0.003,0.3116,0.4117,0.2815
0.001311,115.208570412999,-31.9310556775682,115.20855891607,-31.93104233579,5598084773324629248,0.202684288712305,-2.26620509097467,3.09873544562593,,145,16.56866,,0.8,NGC_2439,6477.7954,115.208570413,-31.93105567757,115.20857036406,-31.93105531572,0.0013802,0.0008497,100.34,5598084773324629248,115.20855853990,0.0699,-31.93104190348,0.0405,0.2545,0.0557,4.5663,3.769,-2.258,0.083,3.018,0.054,217,0.7724,235.67,0.000,0.000e+00,95,1.5078,0.0147,17,1.036,0,4.44237e+03,9.22269e+00,16.568330,,,,,,,,,,0,,,,,34677518,,0.003560,,,16.568330,0.003560,4.44237e+03,,1.3663,0.8718,-0.1754
0.003507,115.21088257644,-31.9428817735652,115.21087052849,-31.94286900922,5598084773329855488,0.208883964350121,-2.37451468591503,2.96462193434939,,306,9.345014,0.32548046,0.8,NGC_2439,7855.3887,115.21088257644,-31.94288177357,115.21088219513,-31.94288269241,0.0002408,0.0001824,21.90,5598084773329855488,115.21087015922,0.0090,-31.94286851528,0.0116,0.2869,0.0129,22.1580,3.931,-2.298,0.012,3.190,0.014,470,-3.3687,1135.92,0.104,1.727e+01,31,,,29,0.891,1,3.42527e+06,8.98277e+02,9.350631,2.27705e+06,1.71073e+03,9.445113,1.76524e+06,9.130884,1.180,0.314229,,,0,,,,,34677484,,0.002770,0.002907,0.003818,9.350631,0.002770,3.42527e+06,0.012,0.1916,0.2336,0.1910
0.000307,115.2160431471611,-31.9239986687943,115.21603132239,-31.92398550805,5598084803384819968,0.237537322652026,-2.33100584589309,3.05668856722442,,264,16.43703,0.8676014,1.0,NGC_2439,5848.265,115.21604314716,-31.92399866879,115.21604321394,-31.92399873255,0.0007220,0.0006189,39.37,5598084803384819968,115.21603092490,0.0290,-31.92398507434,0.0327,0.2515,0.0386,6.5125,3.867,-2.347,0.041,3.073,0.042,435,0.9227,476.20,0.000,0.000e+00,31,,,28,1.031,0,5.06816e+03,2.44404e+00,16.425241,2.66951e+03,9.35278e+00,16.772463,3.40583e+03,15.917338,1.199,0.855125,,,0,,,,,34677531,,0.002805,0.004718,0.004418,16.425241,0.002805,5.06816e+03,-0.005,0.6623,0.6824,0.1500
0.001608,115.2295830208162,-31.9217876344191,115.22957120439,-31.92177381128,5598084807689568640,0.254112940435417,-2.32941820778552,3.21053511470672,,273,11.744874,0.2671957,1.0,NGC_2439,13008.572,115.22958302082,-31.92178763442,115.22958258486,-31.92178788479,0.0002393,0.0001859,22.24,5598084807689568640,115.22957083763,0.0086,-31.92177327912,0.0107,0.2764,0.0122,22.6457,3.979,-2.243,0.012,3.286,0.014,431,-5.2015,1014.59,0.091,1.418e+01,31,,,29,0.826,0,3.80870e+05,9.34027e+01,11.735424,2.57114e+05,3.30290e+02,11.813227,1.93378e+05,11.531878,1.183,0.281349,,,0,,,,,34677552,,0.002768,0.003119,0.004068,11.735424,0.002768,3.80870e+05,0.016,0.1945,0.2324,0.1759
0.000652,115.1712459017917,-31.9477881142889,115.17123342896,-31.94777477277,5598085391805167616,0.279350289421101,-2.4581223850358,3.09867588338556,,293,15.789487,1.5039349,0.7,NGC_2439,4897.288,115.17124590179,-31.94778811429,115.17124611154,-31.94778814829,0.0007319,0.0005609,25.66,5598085391805167616,115.17123299658,0.0272,-31.94777435542,0.0331,0.2853,0.0382,7.4641,3.988,-2.504,0.037,3.103,0.044,428,8.3150,738.69,0.268,1.002e+01,31,,,29,1.298,0,9.20208e+03,3.24243e+00,15.777652,3.58130e+03,8.42291e+00,16.453440,8.20675e+03,14.962467,1.281,1.490973,,,0,,,,,34677220,,0.002782,0.003782,0.003926,15.777652,0.002782,9.20208e+03,0.012,0.5967,0.7030,0.2057
0.000736,115.1875410665614,-31.9349011403024,115.18752953424,-31.9348868964,5598085421855860736,0.217652554181465,-2.27308594088383,3.30826203760576,,281,11.840489,0.36868382,1.0,NGC_2439,13567.073,115.18754106656,-31.9349011403,115.18754103302,-31.93490093782,0.0002480,0.0001751,23.29,5598085421855860736,115.18752918604,0.0086,-31.93488635832,0.0114,0.2800,0.0126,22.1882,3.985,-2.262,0.012,3.280,0.015,457,-2.4689,1084.52,0.099,1.711e+01,31,,,29,0.918,0,3.48726e+05,2.31473e+02,11.831155,2.24689e+05,4.16688e+02,11.959590,1.85231e+05,11.578614,1.175,0.380976,,,0,,,,,34677273,,0.002848,0.003441,0.004344,11.831155,0.002848,3.48726e+05,0.004,0.1883,0.2381,0.2500
0.000881,115.2064406676489,-31.9300230240088,115.20642918056,-31.93000970927,5598085529244097024,0.317002049685793,-2.26429208421909,3.09245462477497,,303,16.504059,0.92444897,0.9,NGC_2439,6073.6284,115.20644066765,-31.93002302401,115.20644059559,-31.93002326102,0.0007649,0.0005654,23.69,5598085529244097024,115.20642880298,0.0272,-31.93000926739,0.0341,0.2960,0.0384,7.7057,3.871,-2.252,0.038,3.149,0.045,474,-0.6234,468.47,0.000,0.000e+00,31,,,29,0.979,0,4.76113e+03,2.11210e+00,16.493092,2.46898e+03,8.60776e+00,16.857250,3.29706e+03,15.952577,1.211,0.904674,,,0,,,,,34677279,,0.002797,0.004702,0.004402,16.493092,0.002797,4.76113e+03,0.003,0.6021,0.7364,0.2203
0.001166,115.1552629134367,-31.918518662241,115.1552517658,-31.91850493576,5598085666683073920,0.25043311429186,-2.19765389100319,3.18808554367614,,283,17.072662,1.0853577,1.0,NGC_2439,6377.741,115.15526291344,-31.91851866224,115.15526255344,-31.91851876934,0.0010677,0.0007893,19.76,5598085666683073920,115.15525140415,0.0374,-31.91850447719,0.0470,0.2224,0.0524,4.2454,3.857,-2.129,0.051,3.216,0.064,451,0.5002,479.67,0.000,0.000e+00,31,,,29,1.016,0,2.82750e+03,1.91333e+00,17.058859,1.36964e+03,1.05135e+01,17.497025,2.12655e+03,16.428707,1.236,1.068317,,,0,,,,,34677339,,0.002852,0.008789,0.005567,17.058859,0.002852,2.82750e+03,0.013,0.8259,1.0397,0.1915
0.001867,115.1593311630317,-31.9319328514395,115.15931975538,-31.93191918391,5598085666683075456,0.250151389488978,-2.24858524424692,3.17439491905665,,297,14.827034,0.6104927,1.0,NGC_2439,10976.602,115.15933116303,-31.93193285144,115.15933121828,-31.93193233486,0.0003817,0.0002811,28.68,5598085666683075456,115.15931938296,0.0132,-31.93191875010,0.0162,0.2638,0.0189,13.9728,3.801,-2.260,0.019,3.057,0.022,443,-0.0776,455.00,0.000,0.000e+00,31,,,28,0.997,0,2.23335e+04,7.14192e+00,14.814975,1.31632e+04,1.19650e+01,15.040140,1.33991e+04,14.430203,1.189,0.609938,,,0,,,,,34677197,,0.002777,0.002960,0.003867,14.814975,0.002777,2.23335e+04,0.003,0.3072,0.3610,0.2533
0.002390,115.2111402556993,-31.8880258981875,115.21112916912,-31.88801267105,5598086005977928704,0.344391798893112,-2.18634139786952,3.07210946882387,,253,17.712164,1.3003902,0.8,NGC_2439,,115.2111402557,-31.88802589819,115.21113978578,-31.88802642869,0.0014946,0.0011786,20.69,5598086005977928704,115.21112881727,0.0565,-31.88801224113,0.0673,0.2992,0.0782,3.8265,3.819,-2.095,0.076,3.192,0.090,406,-1.0793,386.82,0.000,0.000e+00,31,,,29,0.961,0,1.56748e+03,1.58901e+00,17.699358,6.72016e+02,7.22853e+00,18.270092,1.28075e+03,16.979237,1.246,1.290855,,,0,,,,,,,0.002967,0.012007,0.006750,17.699358,0.002967,1.56748e+03,-0.000,1.2226,1.4589,0.1566
0.001100,115.2444151360611,-31.8642487408427,115.24440281433,-31.86423497867,5598086182079064320,0.123915301044746,-2.43054772854385,3.1963754306155,,252,15.860783,1.6689568,0.8,NGC_2439,4678.432,115.24441513606,-31.86424874084,115.24441546353,-31.86424886709,0.0006133,0.0004516,26.04,5598086182079064320,115.24440239082,0.0223,-31.86423452745,0.0262,0.1221,0.0308,3.9697,4.080,-2.498,0.030,3.226,0.036,416,-0.0921,420.93,0.000,0.000e+00,31,,,29,0.996,0,8.65699e+03,3.24654e+00,15.843949,3.02801e+03,9.55537e+00,16.635649,8.12135e+03,14.973825,1.288,1.661824,,,0,,,,,35058999,,0.002785,0.004419,0.004080,15.843949,0.002785,8.65699e+03,-0.002,0.4870,0.5856,0.2381
0.000623,115.199341696595,-31.8572340057068,115.19933009081,-31.85721996792,5598086319518049024,0.22417768758741,-2.28949650495213,3.26038946139275,,273,13.648974,0.4697752,1.0,NGC_2439,12094.87,115.19934169659,-31.85723400571,115.19934156572,-31.85723387311,0.0002226,0.0001752,17.78,5598086319518049024,115.19932970814,0.0085,-31.85721951704,0.0104,0.2606,0.0120,21.7398,3.946,-2.266,0.011,3.230,0.014,444,-1.6431,413.57,0.000,0.000e+00,31,,,29,0.944,0,6.61741e+04,1.61472e+01,13.635647,4.10923e+04,2.20113e+01,13.804142,3.70455e+04,13.326058,1.181,0.478084,,,0,,,,,35058759,,0.002768,0.002850,0.003916,13.635647,0.002768,6.61741e+04,0.003,0.1802,0.2186,0.1392
0.003173,115.2011625392229,-31.8648930742671,115.20115035087,-31.86487886701,5598086319518051968,0.13587420821335,-2.40422114197979,3.29975122045046,,269,16.88627,1.1803493,0.9,NGC_2439,5047.4316,115.20116253922,-31.86489307427,115.20116320224,-31.86489239635,0.0009075,0.0007358,15.23,5598086319518051968,115.20114991635,0.0357,-31.86487843474,0.0437,0.1529,0.0506,3.0232,4.039,-2.539,0.047,3.141,0.055,418,-0.7933,407.19,0.000,0.000e+00,31,,,29,0.972,0,3.35598e+03,1.98841e+00,16.872818,1.54040e+03,1.30145e+01,17.369455,2.62878e+03,16.198511,1.242,1.170944,,,0,,,,,35058757,,0.002829,0.009588,0.005165,16.872818,0.002829,3.35598e+03,0.009,0.7489,0.8967,0.1065
0.001272,115.3253456785973,-31.8656185652702,115.32533394539,-31.86560426145,5598086697475056768,0.229874503002537,-2.31442405084898,3.32217724654446,,247,13.907152,1.6885872,0.9,NGC_2439,4617.189,115.3253456786,-31.86561856527,115.32534566890,-31.86561891859,0.0002614,0.0002023,25.34,5598086697475056768,115.32533356085,0.0099,-31.86560379237,0.0119,0.2729,0.0138,19.8334,4.115,-2.314,0.013,3.403,0.016,415,1.5947,437.13,0.000,0.000e+00,31,,,29,1.055,0,5.22846e+04,9.68009e+00,13.891434,1.81502e+04,1.41509e+01,14.691336,4.91725e+04,13.018590,1.288,1.672746,,,0,,,,,34678714,,0.002763,0.002916,0.003830,13.891434,0.002763,5.22846e+04,-0.004,0.2144,0.2516,0.1962
0.002606,115.348787156371,-31.8606796001436,115.34877460256,-31.86066559073,5598087036768155904,0.287680385918046,-2.47642341437028,3.25380014890463,,261,15.823079,0.84490013,0.7,NGC_2439,7004.8506,115.34878715637,-31.86067960014,115.34878736332,-31.86068030234,0.0005341,0.0004632,25.52,5598087036768155904,115.34877416774,0.0220,-31.86066512730,0.0241,0.2332,0.0299,7.7903,4.245,-2.522,0.030,3.414,0.032,416,-1.3654,389.18,0.000,0.000e+00,31,,,28,0.952,0,8.91023e+03,3.33453e+00,15.812644,4.76206e+03,1.03675e+01,16.144056,5.96059e+03,15.309671,1.203,0.834385,,,0,,,,,34678789,,0.002785,0.003657,0.004140,15.812644,0.002785,8.91023e+03,0.001,0.4772,0.5216,0.1104
0.001168,115.3736983330221,-31.8338563747338,115.37368635936,-31.83384301109,5598087178511330688,0.286800272633474,-2.3626680657584,3.10381496734658,,273,17.370079,1.2421513,0.8,NGC_2439,5689.7095,115.37369833302,-31.83385637473,115.37369818797,-31.83385607454,0.0012319,0.0009647,21.54,5598087178511330688,115.37368597237,0.0482,-31.83384259894,0.0547,0.2080,0.0649,3.2041,3.827,-2.335,0.062,3.032,0.074,425,-0.4891,422.59,0.000,0.000e+00,31,,,29,0.982,0,2.15236e+03,1.91310e+00,17.355078,9.32147e+02,7.50267e+00,17.914831,1.69290e+03,16.676315,1.220,1.238516,,,0,,,,,35060147,,0.002919,0.009173,0.007334,17.355078,0.002919,2.15236e+03,-0.021,1.0049,1.1994,0.1663
0.001022,115.2704972181742,-31.8348781773817,115.27048596743,-31.83486453074,5598087693907509376,0.25060434984201,-2.21999581980563,3.1695420467889,,261,15.960512,0.7803898,1.0,NGC_2439,5920.229,115.27049721817,-31.83487817738,115.27049696103,-31.83487835851,0.0005743,0.0004558,14.21,5598087693907509376,115.27048559588,0.0220,-31.83486407501,0.0270,0.2904,0.0304,9.5368,3.879,-2.172,0.029,3.214,0.035,438,1.0399,484.28,0.000,0.000e+00,31,,,29,1.035,0,7.85241e+03,3.06034e+00,15.949860,4.31913e+03,1.23911e+01,16.250053,5.11861e+03,15.475017,1.202,0.775037,,,0,,,,,35059108,,0.002788,0.004182,0.004440,15.949860,0.002788,7.85241e+03,0.004,0.4638,0.5679,0.1103
0.001435,115.2698302430977,-31.8391139781522,115.26981944753,-31.83909985481,5598087693907704576,0.262411467634464,-2.1300828613816,3.28026100619496,,251,15.505652,0.57769203,0.9,NGC_2439,6199.685,115.2698302431,-31.83911397815,115.26983035641,-31.83911359125,0.0005677,0.0003834,28.83,5598087693907704576,115.26981907909,0.0190,-31.83909940236,0.0230,0.2667,0.0265,10.0486,3.852,-2.156,0.027,3.192,0.033,414,1.2326,466.39,0.045,3.901e-01,31,,,28,1.043,0,1.19838e+04,4.31384e+00,15.490879,7.12114e+03,1.10600e+01,15.707169,7.00291e+03,15.134699,1.179,0.572470,,,0,,,,,35059106,,0.002783,0.003260,0.004144,15.490879,0.002783,1.19838e+04,-0.005,0.4333,0.5306,0.3222
0.001083,115.2794340607121,-31.8259044236505,115.27942213655,-31.82589079163,5598087796986708224,0.148601019557521,-2.35310216342967,3.16614743223668,,245,16.573294,0.8221588,0.8,NGC_2439,6473.964,115.27943406071,-31.82590442365,115.27943407337,-31.82590472426,0.0008317,0.0006272,9.64,5598087796986708224,115.27942172640,0.0302,-31.82589033435,0.0380,0.1737,0.0417,4.1702,4.007,-2.360,0.039,3.238,0.051,415,-0.3325,416.30,0.000,0.000e+00,31,,,29,0.988,0,4.47528e+03,2.18813e+00,16.560318,2.40002e+03,9.48139e+00,16.888004,2.94964e+03,16.073473,1.195,0.814531,,,0,,,,,35059238,,0.002806,0.005117,0.004963,16.560318,0.002806,4.47528e+03,-0.005,0.6339,0.8267,0.0940
0.000271,115.2647142612777,-31.7918307096151,115.2647019847,-31.79181748822,5598088106224346112,0.224190783229034,-2.42354170090861,3.07077677766875,,214,14.778485,0.45480537,1.0,NGC_2439,6651.0894,115.26471426128,-31.79183070962,115.26471419523,-31.79183075966,0.0003664,0.0002918,27.40,5598088106224346112,115.26470158212,0.0141,-31.79181704532,0.0166,0.2505,0.0196,12.7677,3.917,-2.412,0.019,3.086,0.022,407,-0.9704,397.02,0.000,0.000e+00,31,,,28,0.965,0,2.34132e+04,8.37207e+00,14.763715,1.46412e+04,1.46354e+01,14.924598,1.29067e+04,14.470859,1.177,0.453739,,,0,,,,,,,0.002783,0.002994,0.004184,14.763715,0.002783,2.34132e+04,0.000,0.3091,0.3519,0.1842
