#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-19T13:12:33 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6054a3083b2e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/nodup}&key:source=J/A+A/640/A1/nodup&HTTPPRM:&
#-c=IC2391
#-c.eq=J2000
#-c.r=  10
#-c.u=deg
#-c.geom=r
#-source=J/A+A/640/A1/nodup
#-order=I
#-out=RA_ICRS
#-out=DE_ICRS
#-out=GaiaDR2
#-out=Plx
#-out=pmRA*
#-out=pmDE
#-out=RV
#-out=o_Gmag
#-out=Gmag
#-out=BP-RP
#-out=proba
#-out=Cluster
#-out=Teff50
#-out=_RA.icrs
#-out=_DE.icrs
#
#INFO	-c=130.133333-53.033333,rd=10.	
#Constraint -bmark=POST

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_nodup:
#Name: J/A+A/640/A1/nodup
#Title: Members
#Column	RA_ICRS	(F15.11)	Right ascension (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	GaiaDR2	(I19)	Gaia DR2 source ID	[ucd=meta.id;meta.main]
#Column	Plx	(D24.17)	Absolute stellar parallax	[ucd=pos.parallax]
#Column	pmRA*	(D25.18)	Proper motion in right ascension direction (pmRA*cosDE)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(D25.18)	Proper motion in declination direction	[ucd=pos.pm;pos.eq.dec]
#Column	RV	(F24.19)	? Spectroscopic radial velocity in the solar barycentric reference frame	[ucd=phys.veloc;pos.heliocentric]
#Column	o_Gmag	(I4)	Number of observations contributing to G photometry	[ucd=meta.number]
#Column	Gmag	(F10.7)	G-band mean magnitude	[ucd=phot.mag;em.opt]
#Column	BP-RP	(D16.9)	? BP-RP colour	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	proba	(F8.5)	Membership probability	[ucd=stat.probability]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	Teff50	(F14.8)	? Effective temperature (Anders et al., 2019A&A...628A..94A, Cat. I/349)	[ucd=phys.temperature.effective]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS|DE_ICRS|GaiaDR2|Plx|pmRA*|pmDE|RV|o_Gmag|Gmag|BP-RP|proba|Cluster|Teff50|_RA.icrs|_DE.icrs
144.87017081069|-57.17105132412|5306243394821513088| 2.30130899923602000e-01|-4.846665817687119571e+00| 3.848937521971110165e+00|                        | 336|16.2553140| 8.021383000e-01| 1.00000|UBC_495          | 7784.06103516|144.87020930235|-57.17106789593
142.07751555578|-57.17047691416|5306619423503380096| 7.20472143386792996e-01|-7.701052354343089767e+00| 5.968501097335419558e+00|                        | 288|13.3559350| 5.715618000e-01| 0.70000|IC_2488          | 7406.53470000|142.07757671573|-57.17050261186
141.81772722122|-57.16924119717|5306630422938096768| 7.78819298158963003e-01|-7.655445493510749877e+00| 5.700995099259530186e+00|                        | 362|16.0879570| 1.382800100e+00| 1.00000|IC_2488          | 5623.97360000|141.81778801693|-57.16926574310
141.91088357669|-57.16918674272|5306618564514302080| 7.27550107085771947e-01|-7.666756254488030109e+00| 5.693588919359389600e+00|                        | 139|14.3713480| 8.326349000e-01| 1.00000|IC_2488          | 6660.21040000|141.91094446214|-57.16921125677
142.05579699371|-57.16841622386|5306618019072776960| 7.19399272186237004e-01|-7.805619094033469985e+00| 5.689356140333860168e+00|                        | 335|15.6612160| 1.162005400e+00| 1.00000|IC_2488          | 5544.56930000|142.05585898065|-57.16844071969
129.14955424405|-57.16833302319|5315241828046584832| 2.99059274698940980e+00|-8.650118057167409447e+00| 2.820459579124340088e+00|                        | 373|16.2225550| 2.135113700e+00| 1.00000|UPK_545          | 3804.75950000|129.14962293725|-57.16834516682
141.55994793485|-57.16625533380|5306610700446600448| 7.63505791861192051e-01|-7.811323014334409898e+00| 5.582918791431840333e+00|                        | 366|16.4212400| 1.228091200e+00| 1.00000|IC_2488          |              |141.56000996346|-57.16627937135
141.49868353556|-57.16314075535|5306610013251824640| 7.35295144124732958e-01|-7.725464386568310360e+00| 5.505300144862589562e+00|                        | 341|11.2923565| 2.031469300e-01| 0.90000|IC_2488          | 8162.74370000|141.49874487721|-57.16316445871
141.87163460912|-57.16097194314|5306630354218631680| 6.89297060321367949e-01|-7.335784137324250054e+00| 5.858475219517790045e+00|                        | 376|17.3760090| 1.664337200e+00| 0.70000|IC_2488          | 6049.03120000|141.87169285321|-57.16099716712
141.76703682479|-57.16027585371|5306607779869071488| 7.14476696925499977e-01|-7.500597685770819645e+00| 5.866950567592059684e+00|                        | 309|16.6973970| 1.429715200e+00| 0.70000|IC_2488          | 5579.12940000|141.76709637634|-57.16030111418
144.99057412903|-57.15976235124|5306231918693521664| 1.82457405837712000e-01|-4.920272020393730017e+00| 3.857357354505199787e+00|                        | 359|16.6297820| 1.061107600e+00| 1.00000|UBC_495          | 7349.75048828|144.99061319334|-57.15977895930
129.03902963279|-57.15716071442|5315236987628383872| 2.99908650032651991e+00|-8.327439792059900370e+00| 2.631669276798480173e+00|                        | 395|15.4752400| 1.777248400e+00| 1.00000|UPK_545          | 4064.06710000|129.03909574352|-57.15717204520
134.71625830524|-57.14990570212|5304695385543539456| 7.70085141314241994e+00|-1.536631218841530000e+01| 1.508966542131699917e+01|                        | 334|16.7382470| 3.422173500e+00| 0.90000|Platais_8        | 2862.86100000|134.71638027315|-57.14997067146
141.48695876145|-57.14990567355|5306610219410256128| 6.86046603420587986e-01|-7.684609866383289578e+00| 5.643773329074059930e+00|                        | 313|16.6699800| 1.315678600e+00| 0.90000|IC_2488          | 5216.16940000|141.48701975688|-57.14992997312
141.55339311797|-57.14829588659|5306610734806343424| 7.24051015207134996e-01|-7.728031558405289658e+00| 5.684577342231509789e+00|                        | 367|16.1445080| 1.314552300e+00| 1.00000|IC_2488          | 5541.31540000|141.55345445538|-57.14832036184
142.33845680705|-57.14482250053|5306621833003977088| 7.39127034522783055e-01|-7.832422112749069854e+00| 5.708475625322900093e+00|                        | 315|14.8483400| 9.116564000e-01| 1.00000|IC_2488          | 5951.82230000|142.33851896718|-57.14484707867
143.78003273096|-57.14001317036|5306185837966651776| 2.45536481325400013e-01|-5.169579016845379904e+00| 3.645626719226069845e+00|                        | 349|15.0340240| 1.175263400e+00| 1.00000|UBC_494          | 7949.62060547|143.78007375274|-57.14002886680
141.23993752108|-57.13834209309|5306792772702424704| 7.17129264389812948e-01|-7.715638144521119735e+00| 5.832650260855009705e+00|                        | 324|13.9832660| 7.809534000e-01| 1.00000|IC_2488          | 7288.03400000|141.23999874365|-57.13836720587
141.66672221428|-57.13800665776|5306610940964990464| 7.23971273573221996e-01|-7.987570269454169924e+00| 5.803484342647720062e+00|                        | 342|15.7031700| 1.085665700e+00| 0.80000|IC_2488          | 6003.86200000|141.66678559403|-57.13803164497
141.65759890733|-57.13637375112|5306610975324534016| 7.33651732012874036e-01|-7.815182802073469936e+00| 5.708157709849830397e+00|                        | 356|13.5839840| 8.094358400e-01| 1.00000|IC_2488          | 7012.05900000|141.65766091648|-57.13639832790
142.62776138270|-57.13189488596|5306575619152447232| 6.66768509546127985e-01|-7.740040525127289683e+00| 5.551295565212059913e+00|                        | 198| 9.8145180| 3.873424500e-01| 0.80000|IC_2488          |13599.06000000|142.62782278821|-57.13191878735
141.77797417575|-57.13161666542|5306631350651035776| 7.33415944128083974e-01|-7.464693479511590013e+00| 5.657852927763640238e+00|                        | 347|17.3220840| 1.619695700e+00| 0.70000|IC_2488          | 5646.83940000|141.77803339635|-57.13164102561
141.71200374766|-57.13102459084|5306608089106520832| 7.81408966846462993e-01|-7.615203508059379622e+00| 5.835070547458940382e+00|                        | 346|16.3442570| 1.313014000e+00| 0.80000|IC_2488          | 5343.02700000|141.71206416135|-57.13104971405
142.16884809225|-57.13045021211|5306619805779205248| 7.92487244677769986e-01|-7.583477078064479571e+00| 5.354208489442999763e+00|                        | 347|16.7287860| 1.331327400e+00| 0.80000|IC_2488          | 4988.13330000|142.16890825331|-57.13047326494
141.64154810135|-57.12776905923|5306610975324533760| 8.19049714786603045e-01|-7.906164172201780360e+00| 5.510215671756159672e+00|                        | 367|15.7840620| 1.094791400e+00| 1.00000|IC_2488          | 5779.02700000|141.64161081781|-57.12779278375
136.04162291722|-57.12594566338|5303945965293955968| 7.39988900126822990e+00|-1.550016647067040054e+01| 1.412730592702899912e+01|  16.4474487664021999933| 330|13.0342350| 1.826013600e+00| 1.00000|Platais_8        | 4930.81150000|136.04174586795|-57.12600648922
141.95218249345|-57.12480705186|5306630835254993920| 6.94137783850604984e-01|-7.649655178405089906e+00| 5.351966703537030412e+00|                        | 338|15.1168210| 1.007669400e+00| 0.80000|IC_2488          | 6145.14450000|141.95224317026|-57.12483009503
142.09144790995|-57.11975255988|5306620419935790976| 7.34986401723674021e-01|-7.652753133896929683e+00| 5.841784424642949780e+00|                        | 308|11.6904080| 2.800521900e-01| 0.90000|IC_2488          | 7663.68750000|142.09150860306|-57.11977771199
141.83045488173|-57.11850918176|5306631419370526592| 7.41369422965549973e-01|-7.739530159833879708e+00| 5.686161464605720361e+00|                        | 322|17.7679040| 1.531948100e+00| 0.70000|IC_2488          | 4796.47360000|141.83051626100|-57.11853366382
141.96527543752|-57.11655628987|5306630869614736512| 7.26420942580826012e-01|-7.809278610775310270e+00| 5.625903875158940082e+00|                        | 348|13.2214180| 4.994621300e-01| 1.00000|IC_2488          | 7696.97170000|141.96533736667|-57.11658051250
142.05576928661|-57.11524952373|5306620458614027264| 6.88669907474485976e-01|-7.696281068318000074e+00| 5.682777529537729855e+00|                        | 354|14.4357040| 8.664436300e-01| 1.00000|IC_2488          | 6352.75340000|142.05583031751|-57.11527399123
141.71639422568|-57.11510319032|5306611078403763456| 7.31054894839148983e-01|-7.790404221051449696e+00| 5.392094884845730185e+00|                        | 371|15.0334215| 9.734182400e-01| 0.80000|IC_2488          | 6122.69100000|141.71645600273|-57.11512640626
141.35173552683|-57.11505523998|5306798167181374336| 8.10797185434453005e-01|-7.831893699324620428e+00| 5.666313492167650345e+00|                        | 333|16.9679090| 1.345569600e+00| 0.90000|IC_2488          | 5840.58540000|141.35179763280|-57.11507963659
141.55419099345|-57.11277177447|5306611662519483008| 6.78467940348970955e-01|-7.701873471351439626e+00| 5.682042893496269897e+00|                        | 294|15.8018820| 1.086967500e+00| 1.00000|IC_2488          | 6403.38870000|141.55425206461|-57.11279623880
144.80007396866|-57.10949725758|5306244528718614400| 1.83449877489149010e-01|-4.785090177228060071e+00| 3.817217618297120030e+00|                        | 351|14.9630710| 8.027506000e-01| 1.00000|UBC_495          | 7879.70410156|144.80011190814|-57.10951369282
141.86913119865|-57.10872886216|5306631075773153536| 7.59223373717150984e-01|-8.121152632900299650e+00| 5.755534093313199762e+00|                        | 314|15.3789400| 1.126647000e+00| 0.80000|IC_2488          | 5985.33000000|141.86919558742|-57.10875364291
141.92862909995|-57.10737792930|5306630899660605056| 7.34787413821272994e-01|-7.430491485365820381e+00| 5.563352919189879842e+00|                        | 339|17.4161470| 1.464563400e+00| 0.80000|IC_2488          | 5040.06700000|141.92868801065|-57.10740188261
142.20445419956|-57.10724532864|5306619870179976448| 7.87249481175386956e-01|-7.879230116568289866e+00| 5.718888012335439974e+00|                        | 355|12.1715500| 3.802900300e-01| 1.00000|IC_2488          | 7937.36670000|142.20451666774|-57.10726995161
141.92460124956|-57.10400615513|5306630899660622976| 7.17581967046311053e-01|-7.743756812968589642e+00| 5.701685214030089988e+00|                        | 334|14.6959570| 1.051116000e+00| 1.00000|IC_2488          | 6692.30760000|141.92466263831|-57.10403070403
141.67780813396|-57.10249815862|5306611147123238400| 7.18128006472285030e-01|-7.857795014248200260e+00| 5.746087103272000007e+00|                        | 368|14.9724810| 1.041507700e+00| 1.00000|IC_2488          | 5834.53100000|141.67787042422|-57.10252289870
141.77922664989|-57.09878051918|5306631659879489152| 8.37766792413485950e-01|-7.900435678175700360e+00| 5.897373482747480189e+00|                        | 351|17.7067360| 1.545072600e+00| 0.80000|IC_2488          | 4292.01560000|141.77928927188|-57.09880591064
141.81520248017|-57.09687565476|5306631488089815424| 7.61702900476274980e-01|-8.002225048283550635e+00| 5.925611620542380109e+00|                        | 339|15.4170850| 1.101843800e+00| 0.80000|IC_2488          | 6299.15600000|141.81526590573|-57.09690116779
141.60634087973|-57.09661611061|5306612036158889088| 7.68580825100818044e-01|-7.659707067924320434e+00| 5.735459419453509788e+00|                        | 311|17.5566860| 1.489242600e+00| 0.70000|IC_2488          | 4659.96970000|141.60640159007|-57.09664080494
141.34456472609|-57.09622793220|5306798957455361408| 7.95285137220310023e-01|-7.494330139662100265e+00| 5.693723060158389693e+00|                        | 294|16.5790210| 1.265625000e+00| 0.80000|IC_2488          | 4817.66850000|141.34462412504|-57.09625244683
141.91666636205|-57.09509408598|5306631144492831488| 7.06674804646520993e-01|-7.761893778061470073e+00| 5.822057499765559641e+00|                        | 305|15.7362370| 1.122814200e+00| 0.90000|IC_2488          | 5594.38000000|141.91672787979|-57.09511915316
141.72759852114|-57.09328932221|5306634580466257152| 7.36715826889715042e-01|-7.876476253016350348e+00| 5.558628144621329703e+00|                        | 312|15.2489910| 1.023874300e+00| 1.00000|IC_2488          | 6376.29640000|141.72766094398|-57.09331325518
141.50255819573|-57.08903792952|5306611937397060224| 7.43347673122118024e-01|-7.660083241576360003e+00| 5.701606734171770441e+00|                        | 340|15.3829570| 1.022503900e+00| 1.00000|IC_2488          | 5709.65700000|141.50261889665|-57.08906247809
142.53176235175|-57.08784892716|5306576753023658624| 6.34739317816936044e-01|-7.993451241953749786e+00| 5.427243307447089826e+00|                        | 348|14.6482950| 1.017145200e+00| 0.90000|IC_2488          | 6559.99300000|142.53182569234|-57.08787229444
141.29579913037|-57.08536449338|5306799197973317376| 7.04769513787110946e-01|-7.629632240680609634e+00| 5.796835548563350038e+00|                        | 369|15.3337880| 9.948416000e-01| 0.90000|IC_2488          | 5907.95900000|141.29585958399|-57.08538945196
141.56189146779|-57.08489655192|5306612070518642944| 7.88246304927454955e-01|-8.072118109842159939e+00| 5.787769755832390395e+00|                        | 313|16.6682000| 1.254874200e+00| 0.70000|IC_2488          | 4787.56050000|141.56195542665|-57.08492147147
141.83951115899|-57.08326292976|5306631900406684672| 7.32780778651002995e-01|-7.779271862095649581e+00| 5.630678421650570087e+00|                        | 320|12.2890330| 3.487024300e-01| 1.00000|IC_2488          | 7522.78860000|141.83957279480|-57.08328717294
142.21763249868|-57.08166745454|5306625853093182080| 7.85418761697402990e-01|-7.734272143716039771e+00| 5.560169186286509913e+00|                        | 342|17.5803780| 1.507234600e+00| 0.90000|IC_2488          | 5914.66550000|142.21769377531|-57.08169139414
142.21953650784|-57.08135758650|5306625853093182848| 7.40911218674622951e-01|-7.694410826898960387e+00| 5.628954930609359586e+00|                        | 346|15.7516900| 1.178791000e+00| 1.00000|IC_2488          | 5994.54700000|142.21959746815|-57.08138182227
126.63889389304|-57.08079464637|5315955758992549248| 3.30242426400495015e+00|-8.430844282326800609e+00| 3.101918666668389779e+00|                        | 351|14.3779430| 1.423809000e+00| 1.00000|UPK_545          | 4627.04200000|126.63896068684|-57.08080800183
141.12138900872|-57.07785218571|5306796857190524544| 6.43798358596595954e-01|-7.265621306053179573e+00| 5.651642390116060177e+00|                        | 367|12.4321010| 3.937368400e-01| 0.70000|IC_2488          |11580.70100000|141.12144656643|-57.07787651916
141.96263354463|-57.07579544685|5306632450162713856| 7.57312805864454042e-01|-7.726630580745189825e+00| 5.816278454224040217e+00|                        | 352|13.7897630| 7.632074400e-01| 1.00000|IC_2488          | 6890.71240000|141.96269475103|-57.07582048915
141.67362126661|-57.07420685146|5306634820984421504| 7.23779147518684995e-01|-7.666796997464230046e+00| 5.593186974732390127e+00|                        | 299|15.5996650| 1.214604400e+00| 1.00000|IC_2488          | 6104.70800000|141.67368199643|-57.07423093322
142.11996494864|-57.07351244826|5306620939650390016| 6.35890487790572001e-01|-7.762821797829910331e+00| 5.408898193065150295e+00|                        | 345|14.5337550| 1.109851800e+00| 0.70000|IC_2488          | 6041.36000000|142.12002643794|-57.07353573655
141.95182320857|-57.07309166998|5306632656321142400| 7.31169841669839005e-01|-7.792192124646470042e+00| 5.621684327460699571e+00|                        | 289|13.5310760| 6.840982400e-01| 1.00000|IC_2488          | 7139.06840000|141.95188492982|-57.07311587444
142.01108966178|-57.07277184297|5306632518882200320| 7.03606689121976991e-01|-7.995849330595079962e+00| 5.427632942215820044e+00|                        | 325|11.4815930| 3.808193200e-01| 0.90000|IC_2488          |11330.77200000|142.01115299563|-57.07279521193
142.24935093869|-57.07174522726|5306625887452929536| 7.64445876562336979e-01|-7.794009233620560195e+00| 5.463318647955889951e+00|                        | 350|14.6515430| 9.778003700e-01| 0.90000|IC_2488          | 6144.42530000|142.24941267209|-57.07176874987
141.77961793133|-57.07083514741|5306632140924846208| 7.60431178497778970e-01|-7.801132364461309976e+00| 5.754273197500560322e+00|                        | 342|17.2555890| 1.440259900e+00| 0.80000|IC_2488          | 4918.81930000|141.77967971964|-57.07085992273
141.46178120117|-57.07071572777|5306799571609855232| 7.09668971241744995e-01|-7.668548438435450088e+00| 5.576083418727799668e+00|                        | 315|12.3962610| 3.082237200e-01| 0.90000|IC_2488          | 7392.00400000|141.46184193916|-57.07073973590
142.02106752011|-57.06924261092|5306632514563694592| 7.14469407391817968e-01|-7.760832398907269614e+00| 5.854050541981949962e+00|                        | 332|13.0429140| 4.916029000e-01| 0.90000|IC_2488          | 7365.36800000|142.02112898659|-57.06926781585
142.04657696302|-57.06879603938|5306621145808809600| 7.70070534336146029e-01|-7.776176034068750020e+00| 5.510651700271689712e+00|                        | 364|15.4110565| 1.044004400e+00| 1.00000|IC_2488          | 5862.58600000|142.04663855027|-57.06881976579
127.87973596411|-57.06856524880|5315206063863878400| 3.11185277901528012e+00|-8.537344961690680023e+00| 2.685567243777689850e+00|  31.8294546459075000655| 372|12.7037540| 9.325647400e-01| 1.00000|UPK_545          | 5911.40000000|127.87980357937|-57.06857681164
141.80151555421|-57.06710658997|5306632140924851072| 7.76459117990978998e-01|-7.776891201278160359e+00| 5.503501888761520355e+00|                        | 330|16.5920400| 1.246576300e+00| 1.00000|IC_2488          | 5313.85350000|141.80157714432|-57.06713028559
142.01618119702|-57.06677865686|5306632518882203648| 7.60273210168588953e-01|-7.582075307234480199e+00| 5.863751469013900319e+00|                        | 327|17.9341030| 1.245546300e+00| 0.80000|IC_2488          | 5718.69780000|142.01624124374|-57.06680390355
141.91753873413|-57.06497752587|5306632686367123072| 7.76998903026496990e-01|-7.798822654099160090e+00| 5.824105006088389658e+00|                        | 304|16.3474160| 1.257357600e+00| 1.00000|IC_2488          | 5333.54350000|141.91760049440|-57.06500260186
141.43756317655|-57.06023172439|5306799782089104896| 7.35049517876340985e-01|-7.720801051549459615e+00| 5.705609810783520253e+00|                        | 351|14.3397000| 8.472433000e-01| 1.00000|IC_2488          | 6906.41750000|141.43762431113|-57.06025629019
141.97478992309|-57.05939514749|5306632553241937408| 7.12733786685511017e-01|-7.633944101284019901e+00| 5.682018636955199931e+00|                        | 300|13.9044570| 7.406206000e-01| 1.00000|IC_2488          | 7105.04900000|141.97485036856|-57.05941961172
141.99832769799|-57.05913236198|5306632587601679360| 6.79425428038386015e-01|-7.634957786972040417e+00| 5.620823816626829839e+00|                        | 337|14.4887220| 9.327917000e-01| 0.80000|IC_2488          | 6678.80760000|141.99838815106|-57.05915656273
141.95358179790|-57.05771936730|5306632759400362880| 7.11896953212570960e-01|-7.840113595597109963e+00| 5.725926077330809605e+00|                        | 313|14.2989090| 8.727035500e-01| 1.00000|IC_2488          | 6439.45750000|141.95364387301|-57.05774402058
141.36047179856|-57.05695152870|5306799163613599872| 6.80303435611996021e-01|-7.781117804404040328e+00| 5.670487607502230354e+00|                        | 337|17.0884280| 1.425897600e+00| 0.80000|IC_2488          | 5301.81100000|141.36053340530|-57.05697594329
141.17030290051|-57.05539336556|5306802049831589120| 6.37581931687852044e-01|-7.369007769047260403e+00| 5.649770941096780241e+00|                        | 349|15.1166890| 1.029584900e+00| 0.90000|IC_2488          | 6771.43000000|141.17036124192|-57.05541769095
141.49308207979|-57.05450577355|5306799713369635712| 7.95301554903907970e-01|-7.610808014321760240e+00| 5.718738997045019978e+00|                        | 309|14.3532650| 8.123321500e-01| 1.00000|IC_2488          | 6634.77930000|141.49314233414|-57.05453039588
141.72840083856|-57.05443000086|5306634786624697344| 7.85006916298442992e-01|-7.601512034861129585e+00| 6.002280583071120112e+00|                        | 319|14.9743210| 9.706697500e-01| 0.90000|IC_2488          | 6612.82300000|141.72846101919|-57.05445584400
141.81838340948|-57.05177972561|5306632278363813632| 7.23556894201707990e-01|-7.843522986403150377e+00| 5.471414138449819831e+00|                        | 348|14.9275730| 1.047524500e+00| 0.90000|IC_2488          | 6342.40500000|141.81844550165|-57.05180328307
141.54682627622|-57.05096880160|5306612384073665280| 7.49769351435470965e-01|-7.611600005418930337e+00| 5.554807518965989566e+00|                        | 345|12.8637170| 4.122600600e-01| 1.00000|IC_2488          | 8137.02100000|141.54688653109|-57.05099271811
141.53742705381|-57.05093699280|5306612384073664768| 7.65965304696733962e-01|-7.739970150435479646e+00| 5.543114004105680337e+00|                        | 234|10.3763850| 2.104463600e-01| 1.00000|IC_2488          | 8385.45600000|141.53748832483|-57.05096085897
141.80346150580|-57.05010605498|5306632175284596480| 7.32923888762722964e-01|-7.807288830206590369e+00| 5.617182499711690369e+00|                        | 331|13.9889590| 7.431860000e-01| 1.00000|IC_2488          | 6978.11900000|141.80352330835|-57.05013024005
142.10950364099|-57.04889110324|5306621042729800832| 6.60331685478095953e-01|-7.783997737900659963e+00| 5.708415332106370421e+00|                        | 356|15.9046135| 1.178895000e+00| 0.80000|IC_2488          | 5700.80500000|142.10956525715|-57.04891568113
142.44709459603|-57.04629141359|5306624032027100288| 6.93791501139063960e-01|-7.838606225585399656e+00| 5.685717251822019591e+00|                        | 370|14.9419080| 1.173078500e+00| 1.00000|IC_2488          | 5890.37160000|142.44715664011|-57.04631589374
142.08134141938|-57.04607195956|5306621214528299008| 6.77896827198705032e-01|-7.999778517200190286e+00| 5.704539585864539575e+00|                        | 355|13.3809790| 6.021299400e-01| 0.80000|IC_2488          |              |142.08140473880|-57.04609652076
142.04207194519|-57.04482630680|5306632931199075840| 7.01643019763554032e-01|-7.848963935341630282e+00| 5.695140958317110425e+00|                        | 359|13.2534840| 5.612335000e-01| 1.00000|IC_2488          | 6868.57400000|142.04213406880|-57.04485082753
141.43092381973|-57.04439257282|5306799953887799040| 7.77482483333557961e-01|-7.630335610644070066e+00| 5.638547989444689712e+00|                        | 330|15.2362470| 1.106215500e+00| 1.00000|IC_2488          | 5743.94600000|141.43098421222|-57.04441684989
141.49360292590|-57.04105979835|5306800091326760448| 7.28402410399279998e-01|-7.677750867535250379e+00| 5.574557596529300163e+00|                        | 348|15.7303505| 1.066919300e+00| 1.00000|IC_2488          | 6006.06050000|141.49366368822|-57.04108379990
141.57458298997|-57.03973405201|5306612521512621952| 7.22801986585915990e-01|-7.676947662751019585e+00| 5.740253176623309805e+00|                        | 335|15.5690220| 1.085291900e+00| 1.00000|IC_2488          | 6082.12060000|141.57464374377|-57.03975876698
141.75154022651|-57.03667226800|5306635164572850688| 7.19432931658624986e-01|-7.784500700417799735e+00| 5.588116846969819917e+00|                        | 295|10.6778610| 3.122177000e-01| 1.00000|IC_2488          |10923.12300000|141.75160182638|-57.03669632793
141.85688889897|-57.03608266611|5306633717153302016| 7.12844422941682043e-01|-7.706327543299909877e+00| 5.751679497492710347e+00|                        | 299|10.8761130| 2.410926800e-01| 1.00000|IC_2488          | 7971.39750000|141.85694987928|-57.03610743027
141.94957739109|-57.03481040728|5306632862479395840| 7.56691018153815009e-01|-7.586758804299280179e+00| 5.790291085779739610e+00|                        | 315|14.9908140| 1.054997400e+00| 0.90000|IC_2488          | 5785.28030000|141.94963742320|-57.03483533768
142.26772033728|-57.03330512645|5306626402849022464| 7.26660116522467980e-01|-7.904750029900630359e+00| 5.725521825544859666e+00|                        | 317|11.9821180| 5.361156500e-01| 1.00000|IC_2488          |10320.46800000|142.26778288304|-57.03332977798
141.78469880875|-57.03241807876|5306635233301313792| 7.91570596633578982e-01|-7.873103045646089981e+00| 5.483418174040870063e+00|                        | 342|15.9018100| 1.111520800e+00| 0.90000|IC_2488          | 5535.20600000|141.78476110261|-57.03244168791
141.74779705367|-57.03220275121|5306635164581829120| 7.15372009792576979e-01|-7.765872965555190355e+00| 5.861011254428640349e+00|                        | 319|14.3587120| 8.251133000e-01| 1.00000|IC_2488          | 6790.22200000|141.74785849875|-57.03222798610
141.82376441114|-57.03194378081|5306632312723560576| 7.93513537964984028e-01|-7.577849993150620023e+00| 5.501705018834900152e+00|                        | 348|15.1068590| 9.758434000e-01| 0.90000|IC_2488          | 6118.45460000|141.82382436813|-57.03196746869
141.50863419897|-57.03178716065|5306800125686502400| 7.92517306926753040e-01|-7.901759044826249578e+00| 5.648106096439540202e+00|                        | 316|16.9657440| 1.338373200e+00| 0.80000|IC_2488          | 5198.89360000|141.50869671851|-57.03181147887
141.81095175527|-57.03177582402|5306632278363819136| 6.86299271407289968e-01|-7.785583241749270300e+00| 5.782750204664369953e+00|                        | 341|15.3965440| 1.017748800e+00| 1.00000|IC_2488          | 5670.08940000|141.81101335559|-57.03180072195
141.68159620206|-57.03139928588|5306635783056949760| 7.04000322348454000e-01|-7.744539209512259603e+00| 5.782013205593909966e+00|                        | 285|16.0112320|                | 1.00000|IC_2488          | 5411.11430000|141.68165747701|-57.03142418064
141.03516186244|-57.03131175359|5306808956138764544| 6.52506899385594030e-01|-7.349401821972699977e+00| 5.699926062324969678e+00|                        | 341|15.4549230| 1.044929500e+00| 0.80000|IC_2488          | 6015.79540000|141.03522001093|-57.03133629492
140.88894625175|-57.03096343324|5306809471534813184| 7.07590869989929039e-01|-7.710030724389680401e+00| 5.799926036677209851e+00|                        | 335|16.0236340| 1.313907600e+00| 1.00000|IC_2488          | 5870.65400000|140.88900725296|-57.03098840513
141.90201717376|-57.03064990503|5306633549665259648| 6.66140570650213037e-01|-7.785328010634080087e+00| 5.551095016521499836e+00|                        | 193|10.6096990| 3.867979000e-01| 0.80000|IC_2488          |12321.53800000|141.90207877020|-57.03067380557
142.07969607339|-57.03019926666|5306621317607518208| 6.87200271492517945e-01|-8.106087738079329696e+00| 5.416371429292009765e+00|                        | 342|14.4105250| 8.856907000e-01| 0.90000|IC_2488          | 6926.54000000|142.07976020685|-57.03022258713
142.12818619346|-57.02947753732|5306627158763048704| 7.93091657443814047e-01|-7.835089302841380388e+00| 5.725897542564189813e+00|                        | 354|16.9829080| 1.389249800e+00| 0.90000|IC_2488          | 4874.01700000|142.12824818164|-57.02950219047
